,time,trial,time_penalty,gameState,bad_trials,gold_id,dig_success,dist_from_gold
0,801163,1,0,Retrieval,,amethystTorus0003,True,1.29479408
1,807496,1,0,Retrieval,,rubyHeart0002,True,0.9717813
2,819747,1,0,Retrieval,,,False,-1.0
3,913496,2,0,Retrieval,,diamondRound0007,True,1.11077464
4,916963,2,0,Retrieval,,emeraldRectangle0005,True,1.63777244
5,920412,2,0,Retrieval,,goldDeposit0004,True,0.5841746999999999
6,1028343,3,0,Retrieval,,saphireTeardrop0008,False,7.48209524
7,1032761,3,0,Retrieval,,saphireTeardrop0008,False,6.651619
8,1041628,3,0,Retrieval,,goldDeposit0009,False,8.570955
9,1140292,4,0,Retrieval,,emeraldRectangle0015,False,4.1321373
10,1141242,4,0,Retrieval,,emeraldRectangle0015,False,4.97728968
11,1146192,4,0,Retrieval,,goldDeposit0012,False,8.370814
12,1147858,4,0,Retrieval,,goldDeposit0012,False,8.841253
13,1156091,4,0,Retrieval,,amethystTorus0014,False,3.09297276
14,1156758,4,0,Retrieval,,amethystTorus0014,True,1.39981389
15,1253973,5,0,Retrieval,,citrineGeo0017,True,1.5953403700000002
16,1260074,5,0,Retrieval,,yellowMoon0016,False,5.31376171
17,1264058,5,0,Retrieval,,yellowMoon0016,False,6.081641
18,1266758,5,0,Retrieval,,yellowMoon0016,False,8.04745
19,1267841,5,0,Retrieval,,goldDeposit0019,False,7.335559
20,1270891,5,0,Retrieval,,goldDeposit0019,False,4.32498741
21,1363806,6,0,Retrieval,,amethystTorus0023,True,0.704781055
22,1366656,6,0,Retrieval,,saphireTeardrop0021,False,3.66308379
23,1368090,6,0,Retrieval,,saphireTeardrop0021,False,4.50522
24,1369556,6,0,Retrieval,,saphireTeardrop0021,True,1.8155578399999999
25,1378106,6,0,Retrieval,,diamondRound0022,False,10.3724232
26,1378856,6,0,Retrieval,,diamondRound0022,False,8.992687
27,1379706,6,0,Retrieval,,diamondRound0022,False,7.968669
28,1381689,6,0,Retrieval,,diamondRound0022,False,5.508806
29,1383772,6,0,Retrieval,,diamondRound0022,False,8.499317
30,1387089,6,0,Retrieval,,emeraldRectangle0020,True,1.53161347
31,1477688,7,0,Retrieval,,goldDeposit0025,False,18.0544472
32,1478588,7,0,Retrieval,,goldDeposit0025,False,19.3341446
33,1479370,7,0,Retrieval,,goldDeposit0025,False,20.3545132
34,1480371,7,0,Retrieval,,goldDeposit0025,False,22.5857525
35,1487454,7,0,Retrieval,,citrineGeo0027,False,4.247003
36,1491154,7,0,Retrieval,,citrineGeo0027,False,7.46884871
37,1491754,7,0,Retrieval,,citrineGeo0027,False,7.9979744
38,1492771,7,0,Retrieval,,citrineGeo0027,False,6.9143815
39,1595103,8,0,Retrieval,,diamondRound0030,False,3.12088
40,1596452,8,0,Retrieval,,diamondRound0030,False,3.75200963
41,1597286,8,0,Retrieval,,amethystTorus0028,False,3.06096554
42,1598253,8,0,Retrieval,,amethystTorus0028,True,1.34275126
43,1602718,8,0,Retrieval,,diamondRound0030,True,0.6634553999999999
44,1603818,8,0,Retrieval,,goldDeposit0029,True,0.134207755
45,1611151,8,0,Retrieval,,emeraldRectangle0031,False,5.90808868
46,1611986,8,0,Retrieval,,emeraldRectangle0031,False,7.60087824
47,1613603,8,0,Retrieval,,emeraldRectangle0031,False,9.896759
48,1703850,9,0,Retrieval,,rubyHeart0032,True,1.09979939
49,1705801,9,0,Retrieval,,saphireTeardrop0033,True,0.41016779999999997
50,1712318,9,0,Retrieval,,yellowMoon0034,True,1.5072592500000002
51,1713634,9,0,Retrieval,,emeraldRectangle0035,True,1.11556232
52,1809582,10,0,Retrieval,,diamondRound0039,True,2.782802
53,1813966,10,0,Retrieval,,yellowMoon0037,True,2.39750767
54,1823250,10,0,Retrieval,,emeraldRectangle0036,True,0.32922563
55,1825117,10,0,Retrieval,,saphireTeardrop0038,False,9.016577
56,1826033,10,0,Retrieval,,saphireTeardrop0038,False,8.516712
57,1826667,10,0,Retrieval,,saphireTeardrop0038,False,9.385846
58,1827450,10,0,Retrieval,,saphireTeardrop0038,False,8.329911
59,1831599,10,0,Retrieval,,saphireTeardrop0038,False,17.3777466
60,1919648,11,0,Retrieval,,amethystTorus0040,True,0.304754972
61,1924131,11,0,Retrieval,,rubyHeart0043,True,2.86232257
62,1931247,11,0,Retrieval,,goldDeposit0042,True,1.4570672500000001
63,1933231,11,0,Retrieval,,saphireTeardrop0041,False,4.358102
64,1934080,11,0,Retrieval,,saphireTeardrop0041,True,2.42047668
65,2034512,12,0,Retrieval,,amethystTorus0047,True,2.984417
66,2035846,12,0,Retrieval,,saphireTeardrop0045,False,13.8932819
67,2036529,12,0,Retrieval,,saphireTeardrop0045,False,11.2336292
68,2039213,12,0,Retrieval,,saphireTeardrop0045,False,20.1009
69,2041879,12,0,Retrieval,,saphireTeardrop0045,False,9.335385
70,2047396,12,0,Retrieval,,saphireTeardrop0045,False,7.8385549999999995
71,2048063,12,0,Retrieval,,saphireTeardrop0045,False,8.269221
72,2048962,12,0,Retrieval,,saphireTeardrop0045,False,8.592438
73,2050779,12,0,Retrieval,,diamondRound0044,True,1.5580310800000001
74,2051896,12,0,Retrieval,,emeraldRectangle0046,False,3.42994571
75,2152262,13,0,Retrieval,,amethystTorus0048,False,3.99806857
76,2153728,13,0,Retrieval,,amethystTorus0048,True,1.37782574
77,2163961,13,0,Retrieval,,citrineGeo0049,False,7.12577343
78,2164879,13,0,Retrieval,,citrineGeo0049,False,6.088292
79,2166245,13,0,Retrieval,,citrineGeo0049,False,8.030637
80,2167912,13,0,Retrieval,,citrineGeo0049,False,5.839606
81,2169162,13,0,Retrieval,,citrineGeo0049,False,3.78484941
82,2170461,13,0,Retrieval,,rubyHeart0051,True,2.456096
83,2172211,13,0,Retrieval,,emeraldRectangle0050,False,3.511959
84,2173444,13,0,Retrieval,,emeraldRectangle0050,True,0.6633688
85,2266076,14,0,Retrieval,,citrineGeo0053,True,1.700326
86,2268127,14,0,Retrieval,,emeraldRectangle0052,True,1.7638634400000002
87,2269977,14,0,Retrieval,,saphireTeardrop0055,True,0.5003428
88,2281060,14,0,Retrieval,,,False,-1.0
89,2282243,14,0,Retrieval,,,False,-1.0
90,2283476,14,0,Retrieval,,,False,-1.0
91,2374808,15,0,Retrieval,,rubyHeart0059,True,1.29719424
92,2379808,15,0,Retrieval,,yellowMoon0056,False,5.314976
93,2381758,15,0,Retrieval,,yellowMoon0056,False,4.88880062
94,2383425,15,0,Retrieval,,yellowMoon0056,False,5.969177
95,2384508,15,0,Retrieval,,yellowMoon0056,True,1.48401392
96,2393791,15,0,Retrieval,,diamondRound0058,False,8.922662
97,2395624,15,0,Retrieval,,diamondRound0058,False,11.48951
98,2484674,16,0,Retrieval,,citrineGeo0060,False,3.72882438
99,2486106,16,0,Retrieval,,goldDeposit0061,False,4.680944
100,2487040,16,0,Retrieval,,citrineGeo0060,False,4.928653
101,2488206,16,0,Retrieval,,citrineGeo0060,True,1.5108763
102,2492856,16,0,Retrieval,,saphireTeardrop0062,True,2.3786716500000002
103,2506589,16,0,Retrieval,,rubyHeart0063,False,4.84556055
104,2507589,16,0,Retrieval,,rubyHeart0063,True,1.92389143
105,2508589,16,0,Retrieval,,goldDeposit0061,False,7.40446234
106,2510122,16,0,Retrieval,,goldDeposit0061,False,4.515928
107,2606954,17,0,Retrieval,,saphireTeardrop0067,True,2.221946
108,2610321,17,0,Retrieval,,yellowMoon0066,False,5.04128456
109,2612454,17,0,Retrieval,,yellowMoon0066,False,9.016221
110,2613638,17,0,Retrieval,,yellowMoon0066,False,9.341757
111,2623854,17,0,Retrieval,,diamondRound0065,True,2.47165251
112,2624855,17,0,Retrieval,,goldDeposit0064,False,10.2953224
113,2626889,17,0,Retrieval,,goldDeposit0064,False,13.1681814
114,2719153,18,0,Retrieval,,diamondRound0068,False,3.21427274
115,2720520,18,0,Retrieval,,diamondRound0068,True,1.224431
116,2724220,18,0,Retrieval,,citrineGeo0071,True,2.79973221
117,2728070,18,0,Retrieval,,yellowMoon0070,False,7.00366259
118,2730120,18,0,Retrieval,,yellowMoon0070,True,1.18394351
119,2733102,18,0,Retrieval,,rubyHeart0069,True,0.58255136
120,2822318,19,0,Retrieval,,diamondRound0073,False,4.102532
121,2823202,19,0,Retrieval,,diamondRound0073,False,4.14750338
122,2824269,19,0,Retrieval,,diamondRound0073,False,6.28963041
123,2827884,19,0,Retrieval,,diamondRound0073,False,6.37723541
124,2830152,19,0,Retrieval,,diamondRound0073,True,2.91090131
125,2833285,19,0,Retrieval,,citrineGeo0072,False,3.5453195600000003
126,2834368,19,0,Retrieval,,citrineGeo0072,False,3.33802819
127,2835352,19,0,Retrieval,,citrineGeo0072,True,0.9906273480000001
128,2839634,19,0,Retrieval,,yellowMoon0075,True,1.526472
129,2844333,19,0,Retrieval,,goldDeposit0074,False,11.5947084
130,2844985,19,0,Retrieval,,goldDeposit0074,False,9.74253
131,2845668,19,0,Retrieval,,goldDeposit0074,False,9.950197
132,2846735,19,0,Retrieval,,goldDeposit0074,False,7.70873451
133,2942367,20,0,Retrieval,,rubyHeart0079,False,5.582749
134,2943366,20,0,Retrieval,,rubyHeart0079,False,4.25948143
135,2944717,20,0,Retrieval,,rubyHeart0079,False,8.03444
136,2945332,20,0,Retrieval,,rubyHeart0079,False,9.111693
137,2947633,20,0,Retrieval,,rubyHeart0079,False,3.8085732500000002
138,2948365,20,0,Retrieval,,rubyHeart0079,True,2.277026
139,2959549,20,0,Retrieval,,amethystTorus0076,False,4.055415
140,2960315,20,0,Retrieval,,amethystTorus0076,False,4.743847
141,2962966,20,0,Retrieval,,amethystTorus0076,True,0.722518
142,2965700,20,0,Retrieval,,citrineGeo0078,False,6.117755
143,2966649,20,0,Retrieval,,citrineGeo0078,False,6.63639069
144,2968100,20,0,Retrieval,,citrineGeo0078,False,5.46598673
145,3052048,21,0,Retrieval,,saphireTeardrop0083,False,6.60668468
146,3055415,21,0,Retrieval,,saphireTeardrop0083,False,7.20839357
147,3057380,21,0,Retrieval,,saphireTeardrop0083,False,3.97842765
148,3058282,21,0,Retrieval,,saphireTeardrop0083,True,2.1873374
149,3063931,21,0,Retrieval,,rubyHeart0081,True,1.10371542
150,3078215,21,0,Retrieval,,goldDeposit0080,False,8.444986
151,3172364,22,0,Retrieval,,citrineGeo0085,True,1.5351076099999998
152,3175630,22,0,Retrieval,,saphireTeardrop0087,True,1.58710527
153,3179747,22,0,Retrieval,,emeraldRectangle0086,False,8.150286
154,3181796,22,0,Retrieval,,emeraldRectangle0086,False,5.40151
155,3186179,22,0,Retrieval,,emeraldRectangle0086,False,8.44205
156,3187880,22,0,Retrieval,,emeraldRectangle0086,False,7.77725935
157,3189512,22,0,Retrieval,,emeraldRectangle0086,False,6.53679943
158,3275795,23,0,Retrieval,,saphireTeardrop0090,False,3.687448
159,3276428,23,0,Retrieval,,saphireTeardrop0090,True,1.5634726300000001
160,3281961,23,0,Retrieval,,rubyHeart0088,True,1.57722318
161,3283145,23,0,Retrieval,,yellowMoon0091,True,2.714305
162,3287628,23,0,Retrieval,,amethystTorus0089,True,1.44862282
163,3387743,24,0,Retrieval,,citrineGeo0092,True,1.12146187
164,3391342,24,0,Retrieval,,saphireTeardrop0095,False,9.875894
165,3392893,24,0,Retrieval,,saphireTeardrop0095,False,13.5913172
166,3395893,24,0,Retrieval,,saphireTeardrop0095,True,2.62777853
167,3399228,24,0,Retrieval,,amethystTorus0094,False,4.36632824
168,3399877,24,0,Retrieval,,amethystTorus0094,True,2.83954954
169,3406959,24,0,Retrieval,,,False,-1.0
170,3407975,24,0,Retrieval,,,False,-1.0
171,3408576,24,0,Retrieval,,,False,-1.0
172,3409943,24,0,Retrieval,,,False,-1.0
173,3527108,25,0,Retrieval,,rubyHeart0097,True,0.802035868
174,3530275,25,0,Retrieval,,emeraldRectangle0096,True,0.6117825
175,3532307,25,0,Retrieval,,diamondRound0099,True,0.11700654
176,3536275,25,0,Retrieval,,citrineGeo0098,True,1.51076436
177,3634807,26,0,Retrieval,,emeraldRectangle0102,True,2.50925922
178,3638073,26,0,Retrieval,,yellowMoon0103,False,5.50444174
179,3639790,26,0,Retrieval,,yellowMoon0103,False,3.48423123
180,3641240,26,0,Retrieval,,yellowMoon0103,True,2.63984871
181,3647473,26,0,Retrieval,,diamondRound0101,False,9.855036
182,3648509,26,0,Retrieval,,diamondRound0101,False,8.757532
183,3649873,26,0,Retrieval,,rubyHeart0100,False,9.916943
184,3653739,26,0,Retrieval,,diamondRound0101,False,3.38876987
185,3746455,27,0,Retrieval,,goldDeposit0104,True,2.5406804100000002
186,3754954,27,0,Retrieval,,emeraldRectangle0105,False,4.55301571
187,3755587,27,0,Retrieval,,emeraldRectangle0105,True,2.72673416
188,3759154,27,0,Retrieval,,saphireTeardrop0106,False,9.731646
189,3759986,27,0,Retrieval,,saphireTeardrop0106,False,8.13837
190,3762288,27,0,Retrieval,,saphireTeardrop0106,True,1.02861154
191,3764771,27,0,Retrieval,,amethystTorus0107,False,3.05887938
192,3765604,27,0,Retrieval,,amethystTorus0107,True,1.09027123
193,3857652,28,0,Retrieval,,yellowMoon0109,True,0.660406053
194,3859120,28,0,Retrieval,,diamondRound0111,True,0.3277662
195,3860203,28,0,Retrieval,,goldDeposit0108,True,1.98505557
196,3866803,28,0,Retrieval,,,False,-1.0
197,3879819,28,0,Retrieval,,,False,-1.0
198,3973035,29,0,Retrieval,,yellowMoon0113,False,5.28021574
199,3974152,29,0,Retrieval,,yellowMoon0113,False,4.402044
200,3975384,29,0,Retrieval,,yellowMoon0113,False,5.510771
201,3977034,29,0,Retrieval,,emeraldRectangle0115,False,5.4431386
202,3979319,29,0,Retrieval,,yellowMoon0113,True,2.14042926
203,3981417,29,0,Retrieval,,emeraldRectangle0115,False,6.208407
204,3982451,29,0,Retrieval,,emeraldRectangle0115,True,1.4911925799999999
205,3985702,29,0,Retrieval,,rubyHeart0112,True,0.7181628999999999
206,3992567,29,0,Retrieval,,citrineGeo0114,False,12.8767729
207,3993651,29,0,Retrieval,,citrineGeo0114,False,12.574508699999999
208,4078667,30,0,Retrieval,,emeraldRectangle0116,False,8.47147751
209,4080250,30,0,Retrieval,,emeraldRectangle0116,False,6.95056343
210,4082116,30,0,Retrieval,,emeraldRectangle0116,False,5.77671957
211,4086850,30,0,Retrieval,,goldDeposit0119,False,4.72046471
212,4088349,30,0,Retrieval,,goldDeposit0119,True,1.70969653
213,4093816,30,0,Retrieval,,diamondRound0117,False,19.95017
214,4094550,30,0,Retrieval,,diamondRound0117,False,17.156517
215,4095316,30,0,Retrieval,,diamondRound0117,False,15.545578
216,4098149,30,0,Retrieval,,diamondRound0117,False,11.6888437
217,4101232,30,0,Retrieval,,diamondRound0117,True,0.8334503
218,4101983,30,0,Retrieval,,saphireTeardrop0118,True,1.79459333
219,4184815,31,0,Retrieval,,amethystTorus0122,True,0.47076769999999996
220,4192048,31,0,Retrieval,,emeraldRectangle0120,False,3.143207
221,4192748,31,0,Retrieval,,emeraldRectangle0120,True,2.490466
222,4200081,31,0,Retrieval,,diamondRound0121,False,3.73498678
223,4200764,31,0,Retrieval,,saphireTeardrop0123,False,5.546348
224,4203264,31,0,Retrieval,,diamondRound0121,False,4.468394
225,4204382,31,0,Retrieval,,diamondRound0121,False,4.08668661
226,4207631,31,0,Retrieval,,saphireTeardrop0123,False,4.870309
227,4208831,31,0,Retrieval,,saphireTeardrop0123,False,4.2930893900000004
228,4209464,31,0,Retrieval,,saphireTeardrop0123,False,3.03367138
229,4209997,31,0,Retrieval,,saphireTeardrop0123,True,1.29496956
230,4300964,32,0,Retrieval,,saphireTeardrop0125,False,3.52294779
231,4304913,32,0,Retrieval,,emeraldRectangle0126,False,9.2332325
232,4308630,32,0,Retrieval,,emeraldRectangle0126,True,2.22622871
233,4311146,32,0,Retrieval,,saphireTeardrop0125,False,16.374342
234,4311762,32,0,Retrieval,,saphireTeardrop0125,False,14.5288668
235,4313346,32,0,Retrieval,,saphireTeardrop0125,False,19.2423248
236,4314363,32,0,Retrieval,,saphireTeardrop0125,False,16.87958
237,4405245,33,0,Retrieval,,yellowMoon0131,True,2.6411316400000002
238,4406162,33,0,Retrieval,,saphireTeardrop0130,True,1.801493
239,4406379,33,0,Retrieval,,rubyHeart0128,False,10.471405
240,4409177,33,0,Retrieval,,rubyHeart0128,True,1.37553465
241,4410144,33,0,Retrieval,,diamondRound0129,False,7.444453
242,4411311,33,0,Retrieval,,diamondRound0129,False,7.2485289999999996
243,4413761,33,0,Retrieval,,diamondRound0129,True,2.32059288
244,4517427,34,0,Retrieval,,diamondRound0132,False,11.362854
245,4518127,34,0,Retrieval,,diamondRound0132,False,9.40473
246,4518811,34,0,Retrieval,,diamondRound0132,False,7.41852856
247,4519861,34,0,Retrieval,,diamondRound0132,False,3.7556138
248,4520695,34,0,Retrieval,,diamondRound0132,True,1.24027252
249,4521660,34,0,Retrieval,,saphireTeardrop0134,False,3.168311
250,4523411,34,0,Retrieval,,saphireTeardrop0134,True,1.77372622
251,4526061,34,0,Retrieval,,goldDeposit0135,False,3.03965139
252,4527327,34,0,Retrieval,,goldDeposit0135,True,1.24669373
253,4617392,35,0,Retrieval,,yellowMoon0139,False,4.91089153
254,4618227,35,0,Retrieval,,yellowMoon0139,False,4.7746105199999995
255,4620143,35,0,Retrieval,,yellowMoon0139,True,2.63990116
256,4623326,35,0,Retrieval,,citrineGeo0136,True,2.23792338
257,4624576,35,0,Retrieval,,saphireTeardrop0137,True,2.8195481300000003
258,4626975,35,0,Retrieval,,amethystTorus0138,True,2.61931467
259,4720624,36,0,Retrieval,,diamondRound0140,True,2.16486669
260,4724791,36,0,Retrieval,,saphireTeardrop0143,True,2.57599759
261,4733407,36,0,Retrieval,,amethystTorus0141,True,1.35558093
262,4734057,36,0,Retrieval,,rubyHeart0142,True,2.9207315400000002
