,subj_sess,trial,trial_phase,gameState,index,time,duration,time_bins,time_bin_dur,n_time_bins
70,U540_ses0,12,5,Retrieval,"[25941, 26744]","[1850353, 1880369]",30016,"[1850353 1850853 1851353 1851853 1852353 1852853 1853353 1853853 1854353
 1854853 1855353 1855853 1856353 1856853 1857353 1857853 1858353 1858853
 1859353 1859853 1860353 1860853 1861353 1861853 1862353 1862853 1863353
 1863853 1864353 1864853 1865353 1865853 1866353 1866853 1867353 1867853
 1868353 1868853 1869353 1869853 1870353 1870853 1871353 1871853 1872353
 1872853 1873353 1873853 1874353 1874853 1875353 1875853 1876353 1876853
 1877353 1877853 1878353 1878853 1879353 1879853 1880353]",30000,60
71,U540_ses0,12,6,ReturnToBase2,"[26744, 26745]","[1880369, 1880369]",0,[],0,0
72,U540_ses0,13,1,Delay1,"[26762, 26777]","[1917851, 1927852]",10001,"[1917851 1918351 1918851 1919351 1919851 1920351 1920851 1921351 1921851
 1922351 1922851 1923351 1923851 1924351 1924851 1925351 1925851 1926351
 1926851 1927351 1927851]",10000,20
73,U540_ses0,13,2,Encoding,"[26777, 27679]","[1927852, 1957868]",30016,"[1927852 1928352 1928852 1929352 1929852 1930352 1930852 1931352 1931852
 1932352 1932852 1933352 1933852 1934352 1934852 1935352 1935852 1936352
 1936852 1937352 1937852 1938352 1938852 1939352 1939852 1940352 1940852
 1941352 1941852 1942352 1942852 1943352 1943852 1944352 1944852 1945352
 1945852 1946352 1946852 1947352 1947852 1948352 1948852 1949352 1949852
 1950352 1950852 1951352 1951852 1952352 1952852 1953352 1953852 1954352
 1954852 1955352 1955852 1956352 1956852 1957352 1957852]",30000,60
74,U540_ses0,13,3,ReturnToBase1,"[27679, 27849]","[1957868, 1963468]",5600,"[1957868 1958368 1958868 1959368 1959868 1960368 1960868 1961368 1961868
 1962368 1962868 1963368]",5500,11
75,U540_ses0,13,4,Delay2,"[27862, 27877]","[1965484, 1975485]",10001,"[1965484 1965984 1966484 1966984 1967484 1967984 1968484 1968984 1969484
 1969984 1970484 1970984 1971484 1971984 1972484 1972984 1973484 1973984
 1974484 1974984 1975484]",10000,20
76,U540_ses0,13,5,Retrieval,"[27877, 28771]","[1975485, 2005501]",30016,"[1975485 1975985 1976485 1976985 1977485 1977985 1978485 1978985 1979485
 1979985 1980485 1980985 1981485 1981985 1982485 1982985 1983485 1983985
 1984485 1984985 1985485 1985985 1986485 1986985 1987485 1987985 1988485
 1988985 1989485 1989985 1990485 1990985 1991485 1991985 1992485 1992985
 1993485 1993985 1994485 1994985 1995485 1995985 1996485 1996985 1997485
 1997985 1998485 1998985 1999485 1999985 2000485 2000985 2001485 2001985
 2002485 2002985 2003485 2003985 2004485 2004985 2005485]",30000,60
77,U540_ses0,13,6,ReturnToBase2,"[28771, 28925]","[2005501, 2010633]",5132,"[2005501 2006001 2006501 2007001 2007501 2008001 2008501 2009001 2009501
 2010001 2010501]",5000,10
78,U540_ses0,14,1,Delay1,"[28940, 28956]","[2012633, 2022634]",10001,"[2012633 2013133 2013633 2014133 2014633 2015133 2015633 2016133 2016633
 2017133 2017633 2018133 2018633 2019133 2019633 2020133 2020633 2021133
 2021633 2022133 2022633]",10000,20
79,U540_ses0,14,2,Encoding,"[28956, 29854]","[2022634, 2052650]",30016,"[2022634 2023134 2023634 2024134 2024634 2025134 2025634 2026134 2026634
 2027134 2027634 2028134 2028634 2029134 2029634 2030134 2030634 2031134
 2031634 2032134 2032634 2033134 2033634 2034134 2034634 2035134 2035634
 2036134 2036634 2037134 2037634 2038134 2038634 2039134 2039634 2040134
 2040634 2041134 2041634 2042134 2042634 2043134 2043634 2044134 2044634
 2045134 2045634 2046134 2046634 2047134 2047634 2048134 2048634 2049134
 2049634 2050134 2050634 2051134 2051634 2052134 2052634]",30000,60
80,U540_ses0,14,3,ReturnToBase1,"[29854, 29855]","[2052650, 2052650]",0,[],0,0
81,U540_ses0,14,4,Delay2,"[29867, 29882]","[2054666, 2064684]",10018,"[2054666 2055166 2055666 2056166 2056666 2057166 2057666 2058166 2058666
 2059166 2059666 2060166 2060666 2061166 2061666 2062166 2062666 2063166
 2063666 2064166 2064666]",10000,20
82,U540_ses0,14,5,Retrieval,"[29882, 30698]","[2064684, 2094699]",30015,"[2064684 2065184 2065684 2066184 2066684 2067184 2067684 2068184 2068684
 2069184 2069684 2070184 2070684 2071184 2071684 2072184 2072684 2073184
 2073684 2074184 2074684 2075184 2075684 2076184 2076684 2077184 2077684
 2078184 2078684 2079184 2079684 2080184 2080684 2081184 2081684 2082184
 2082684 2083184 2083684 2084184 2084684 2085184 2085684 2086184 2086684
 2087184 2087684 2088184 2088684 2089184 2089684 2090184 2090684 2091184
 2091684 2092184 2092684 2093184 2093684 2094184 2094684]",30000,60
83,U540_ses0,14,6,ReturnToBase2,"[30698, 30699]","[2094699, 2094699]",0,[],0,0
84,U540_ses0,15,1,Delay1,"[30716, 30730]","[2096716, 2106731]",10015,"[2096716 2097216 2097716 2098216 2098716 2099216 2099716 2100216 2100716
 2101216 2101716 2102216 2102716 2103216 2103716 2104216 2104716 2105216
 2105716 2106216 2106716]",10000,20
85,U540_ses0,15,2,Encoding,"[30730, 31635]","[2106731, 2136749]",30018,"[2106731 2107231 2107731 2108231 2108731 2109231 2109731 2110231 2110731
 2111231 2111731 2112231 2112731 2113231 2113731 2114231 2114731 2115231
 2115731 2116231 2116731 2117231 2117731 2118231 2118731 2119231 2119731
 2120231 2120731 2121231 2121731 2122231 2122731 2123231 2123731 2124231
 2124731 2125231 2125731 2126231 2126731 2127231 2127731 2128231 2128731
 2129231 2129731 2130231 2130731 2131231 2131731 2132231 2132731 2133231
 2133731 2134231 2134731 2135231 2135731 2136231 2136731]",30000,60
86,U540_ses0,15,3,ReturnToBase1,"[31635, 31950]","[2136749, 2147065]",10316,"[2136749 2137249 2137749 2138249 2138749 2139249 2139749 2140249 2140749
 2141249 2141749 2142249 2142749 2143249 2143749 2144249 2144749 2145249
 2145749 2146249 2146749]",10000,20
87,U540_ses0,15,4,Delay2,"[31962, 31980]","[2149065, 2159080]",10015,"[2149065 2149565 2150065 2150565 2151065 2151565 2152065 2152565 2153065
 2153565 2154065 2154565 2155065 2155565 2156065 2156565 2157065 2157565
 2158065 2158565 2159065]",10000,20
88,U540_ses0,15,5,Retrieval,"[31980, 32861]","[2159080, 2189098]",30018,"[2159080 2159580 2160080 2160580 2161080 2161580 2162080 2162580 2163080
 2163580 2164080 2164580 2165080 2165580 2166080 2166580 2167080 2167580
 2168080 2168580 2169080 2169580 2170080 2170580 2171080 2171580 2172080
 2172580 2173080 2173580 2174080 2174580 2175080 2175580 2176080 2176580
 2177080 2177580 2178080 2178580 2179080 2179580 2180080 2180580 2181080
 2181580 2182080 2182580 2183080 2183580 2184080 2184580 2185080 2185580
 2186080 2186580 2187080 2187580 2188080 2188580 2189080]",30000,60
89,U540_ses0,15,6,ReturnToBase2,"[32861, 32862]","[2189098, 2189098]",0,[],0,0
90,U540_ses0,16,1,Delay1,"[32878, 32893]","[2191115, 2201131]",10016,"[2191115 2191615 2192115 2192615 2193115 2193615 2194115 2194615 2195115
 2195615 2196115 2196615 2197115 2197615 2198115 2198615 2199115 2199615
 2200115 2200615 2201115]",10000,20
91,U540_ses0,16,2,Encoding,"[32893, 33795]","[2201131, 2231147]",30016,"[2201131 2201631 2202131 2202631 2203131 2203631 2204131 2204631 2205131
 2205631 2206131 2206631 2207131 2207631 2208131 2208631 2209131 2209631
 2210131 2210631 2211131 2211631 2212131 2212631 2213131 2213631 2214131
 2214631 2215131 2215631 2216131 2216631 2217131 2217631 2218131 2218631
 2219131 2219631 2220131 2220631 2221131 2221631 2222131 2222631 2223131
 2223631 2224131 2224631 2225131 2225631 2226131 2226631 2227131 2227631
 2228131 2228631 2229131 2229631 2230131 2230631 2231131]",30000,60
92,U540_ses0,16,3,ReturnToBase1,"[33795, 34090]","[2231147, 2240897]",9750,"[2231147 2231647 2232147 2232647 2233147 2233647 2234147 2234647 2235147
 2235647 2236147 2236647 2237147 2237647 2238147 2238647 2239147 2239647
 2240147 2240647]",9500,19
93,U540_ses0,16,4,Delay2,"[34104, 34118]","[2242914, 2252930]",10016,"[2242914 2243414 2243914 2244414 2244914 2245414 2245914 2246414 2246914
 2247414 2247914 2248414 2248914 2249414 2249914 2250414 2250914 2251414
 2251914 2252414 2252914]",10000,20
94,U540_ses0,16,5,Retrieval,"[34118, 34956]","[2252930, 2282946]",30016,"[2252930 2253430 2253930 2254430 2254930 2255430 2255930 2256430 2256930
 2257430 2257930 2258430 2258930 2259430 2259930 2260430 2260930 2261430
 2261930 2262430 2262930 2263430 2263930 2264430 2264930 2265430 2265930
 2266430 2266930 2267430 2267930 2268430 2268930 2269430 2269930 2270430
 2270930 2271430 2271930 2272430 2272930 2273430 2273930 2274430 2274930
 2275430 2275930 2276430 2276930 2277430 2277930 2278430 2278930 2279430
 2279930 2280430 2280930 2281430 2281930 2282430 2282930]",30000,60
95,U540_ses0,16,6,ReturnToBase2,"[34956, 34957]","[2282946, 2282946]",0,[],0,0
96,U540_ses0,17,1,Delay1,"[34973, 34988]","[2284961, 2294962]",10001,"[2284961 2285461 2285961 2286461 2286961 2287461 2287961 2288461 2288961
 2289461 2289961 2290461 2290961 2291461 2291961 2292461 2292961 2293461
 2293961 2294461 2294961]",10000,20
97,U540_ses0,17,2,Encoding,"[34988, 35898]","[2294962, 2324979]",30017,"[2294962 2295462 2295962 2296462 2296962 2297462 2297962 2298462 2298962
 2299462 2299962 2300462 2300962 2301462 2301962 2302462 2302962 2303462
 2303962 2304462 2304962 2305462 2305962 2306462 2306962 2307462 2307962
 2308462 2308962 2309462 2309962 2310462 2310962 2311462 2311962 2312462
 2312962 2313462 2313962 2314462 2314962 2315462 2315962 2316462 2316962
 2317462 2317962 2318462 2318962 2319462 2319962 2320462 2320962 2321462
 2321962 2322462 2322962 2323462 2323962 2324462 2324962]",30000,60
98,U540_ses0,17,3,ReturnToBase1,"[35898, 35984]","[2324979, 2327728]",2749,[2324979 2325479 2325979 2326479 2326979 2327479],2500,5
99,U540_ses0,17,4,Delay2,"[35994, 36011]","[2329729, 2339745]",10016,"[2329729 2330229 2330729 2331229 2331729 2332229 2332729 2333229 2333729
 2334229 2334729 2335229 2335729 2336229 2336729 2337229 2337729 2338229
 2338729 2339229 2339729]",10000,20
100,U540_ses0,17,5,Retrieval,"[36011, 36890]","[2339745, 2369761]",30016,"[2339745 2340245 2340745 2341245 2341745 2342245 2342745 2343245 2343745
 2344245 2344745 2345245 2345745 2346245 2346745 2347245 2347745 2348245
 2348745 2349245 2349745 2350245 2350745 2351245 2351745 2352245 2352745
 2353245 2353745 2354245 2354745 2355245 2355745 2356245 2356745 2357245
 2357745 2358245 2358745 2359245 2359745 2360245 2360745 2361245 2361745
 2362245 2362745 2363245 2363745 2364245 2364745 2365245 2365745 2366245
 2366745 2367245 2367745 2368245 2368745 2369245 2369745]",30000,60
101,U540_ses0,17,6,ReturnToBase2,"[36890, 36891]","[2369761, 2369761]",0,[],0,0
102,U540_ses0,18,1,Delay1,"[36907, 36921]","[2371778, 2381778]",10000,"[2371778 2372278 2372778 2373278 2373778 2374278 2374778 2375278 2375778
 2376278 2376778 2377278 2377778 2378278 2378778 2379278 2379778 2380278
 2380778 2381278 2381778]",10000,20
103,U540_ses0,18,2,Encoding,"[36921, 37824]","[2381778, 2411793]",30015,"[2381778 2382278 2382778 2383278 2383778 2384278 2384778 2385278 2385778
 2386278 2386778 2387278 2387778 2388278 2388778 2389278 2389778 2390278
 2390778 2391278 2391778 2392278 2392778 2393278 2393778 2394278 2394778
 2395278 2395778 2396278 2396778 2397278 2397778 2398278 2398778 2399278
 2399778 2400278 2400778 2401278 2401778 2402278 2402778 2403278 2403778
 2404278 2404778 2405278 2405778 2406278 2406778 2407278 2407778 2408278
 2408778 2409278 2409778 2410278 2410778 2411278 2411778]",30000,60
104,U540_ses0,18,3,ReturnToBase1,"[37824, 38449]","[2411793, 2432843]",21050,"[2411793 2412293 2412793 2413293 2413793 2414293 2414793 2415293 2415793
 2416293 2416793 2417293 2417793 2418293 2418793 2419293 2419793 2420293
 2420793 2421293 2421793 2422293 2422793 2423293 2423793 2424293 2424793
 2425293 2425793 2426293 2426793 2427293 2427793 2428293 2428793 2429293
 2429793 2430293 2430793 2431293 2431793 2432293 2432793]",21000,42
105,U540_ses0,18,4,Delay2,"[38460, 38477]","[2434843, 2444859]",10016,"[2434843 2435343 2435843 2436343 2436843 2437343 2437843 2438343 2438843
 2439343 2439843 2440343 2440843 2441343 2441843 2442343 2442843 2443343
 2443843 2444343 2444843]",10000,20
106,U540_ses0,18,5,Retrieval,"[38477, 39354]","[2444859, 2474877]",30018,"[2444859 2445359 2445859 2446359 2446859 2447359 2447859 2448359 2448859
 2449359 2449859 2450359 2450859 2451359 2451859 2452359 2452859 2453359
 2453859 2454359 2454859 2455359 2455859 2456359 2456859 2457359 2457859
 2458359 2458859 2459359 2459859 2460359 2460859 2461359 2461859 2462359
 2462859 2463359 2463859 2464359 2464859 2465359 2465859 2466359 2466859
 2467359 2467859 2468359 2468859 2469359 2469859 2470359 2470859 2471359
 2471859 2472359 2472859 2473359 2473859 2474359 2474859]",30000,60
107,U540_ses0,18,6,ReturnToBase2,"[39354, 39355]","[2474877, 2474877]",0,[],0,0
108,U540_ses0,19,1,Delay1,"[39372, 39388]","[2476893, 2486909]",10016,"[2476893 2477393 2477893 2478393 2478893 2479393 2479893 2480393 2480893
 2481393 2481893 2482393 2482893 2483393 2483893 2484393 2484893 2485393
 2485893 2486393 2486893]",10000,20
109,U540_ses0,19,2,Encoding,"[39388, 40289]","[2486909, 2516926]",30017,"[2486909 2487409 2487909 2488409 2488909 2489409 2489909 2490409 2490909
 2491409 2491909 2492409 2492909 2493409 2493909 2494409 2494909 2495409
 2495909 2496409 2496909 2497409 2497909 2498409 2498909 2499409 2499909
 2500409 2500909 2501409 2501909 2502409 2502909 2503409 2503909 2504409
 2504909 2505409 2505909 2506409 2506909 2507409 2507909 2508409 2508909
 2509409 2509909 2510409 2510909 2511409 2511909 2512409 2512909 2513409
 2513909 2514409 2514909 2515409 2515909 2516409 2516909]",30000,60
110,U540_ses0,19,3,ReturnToBase1,"[40289, 40550]","[2516926, 2525675]",8749,"[2516926 2517426 2517926 2518426 2518926 2519426 2519926 2520426 2520926
 2521426 2521926 2522426 2522926 2523426 2523926 2524426 2524926 2525426]",8500,17
111,U540_ses0,19,4,Delay2,"[40563, 40578]","[2527691, 2537692]",10001,"[2527691 2528191 2528691 2529191 2529691 2530191 2530691 2531191 2531691
 2532191 2532691 2533191 2533691 2534191 2534691 2535191 2535691 2536191
 2536691 2537191 2537691]",10000,20
112,U540_ses0,19,5,Retrieval,"[40578, 41423]","[2537692, 2567708]",30016,"[2537692 2538192 2538692 2539192 2539692 2540192 2540692 2541192 2541692
 2542192 2542692 2543192 2543692 2544192 2544692 2545192 2545692 2546192
 2546692 2547192 2547692 2548192 2548692 2549192 2549692 2550192 2550692
 2551192 2551692 2552192 2552692 2553192 2553692 2554192 2554692 2555192
 2555692 2556192 2556692 2557192 2557692 2558192 2558692 2559192 2559692
 2560192 2560692 2561192 2561692 2562192 2562692 2563192 2563692 2564192
 2564692 2565192 2565692 2566192 2566692 2567192 2567692]",30000,60
113,U540_ses0,19,6,ReturnToBase2,"[41423, 41424]","[2567708, 2567708]",0,[],0,0
114,U540_ses0,20,1,Delay1,"[41440, 41455]","[2569725, 2579741]",10016,"[2569725 2570225 2570725 2571225 2571725 2572225 2572725 2573225 2573725
 2574225 2574725 2575225 2575725 2576225 2576725 2577225 2577725 2578225
 2578725 2579225 2579725]",10000,20
115,U540_ses0,20,2,Encoding,"[41455, 42354]","[2579741, 2609757]",30016,"[2579741 2580241 2580741 2581241 2581741 2582241 2582741 2583241 2583741
 2584241 2584741 2585241 2585741 2586241 2586741 2587241 2587741 2588241
 2588741 2589241 2589741 2590241 2590741 2591241 2591741 2592241 2592741
 2593241 2593741 2594241 2594741 2595241 2595741 2596241 2596741 2597241
 2597741 2598241 2598741 2599241 2599741 2600241 2600741 2601241 2601741
 2602241 2602741 2603241 2603741 2604241 2604741 2605241 2605741 2606241
 2606741 2607241 2607741 2608241 2608741 2609241 2609741]",30000,60
116,U540_ses0,20,3,ReturnToBase1,"[42354, 42462]","[2609757, 2613290]",3533,[2609757 2610257 2610757 2611257 2611757 2612257 2612757 2613257],3500,7
117,U540_ses0,20,4,Delay2,"[42475, 42490]","[2615290, 2625307]",10017,"[2615290 2615790 2616290 2616790 2617290 2617790 2618290 2618790 2619290
 2619790 2620290 2620790 2621290 2621790 2622290 2622790 2623290 2623790
 2624290 2624790 2625290]",10000,20
118,U540_ses0,20,5,Retrieval,"[42490, 43378]","[2625307, 2655323]",30016,"[2625307 2625807 2626307 2626807 2627307 2627807 2628307 2628807 2629307
 2629807 2630307 2630807 2631307 2631807 2632307 2632807 2633307 2633807
 2634307 2634807 2635307 2635807 2636307 2636807 2637307 2637807 2638307
 2638807 2639307 2639807 2640307 2640807 2641307 2641807 2642307 2642807
 2643307 2643807 2644307 2644807 2645307 2645807 2646307 2646807 2647307
 2647807 2648307 2648807 2649307 2649807 2650307 2650807 2651307 2651807
 2652307 2652807 2653307 2653807 2654307 2654807 2655307]",30000,60
119,U540_ses0,20,6,ReturnToBase2,"[43378, 43379]","[2655323, 2655323]",0,[],0,0
120,U540_ses0,21,1,Delay1,"[43393, 43411]","[2657324, 2667340]",10016,"[2657324 2657824 2658324 2658824 2659324 2659824 2660324 2660824 2661324
 2661824 2662324 2662824 2663324 2663824 2664324 2664824 2665324 2665824
 2666324 2666824 2667324]",10000,20
121,U540_ses0,21,2,Encoding,"[43411, 44311]","[2667340, 2697355]",30015,"[2667340 2667840 2668340 2668840 2669340 2669840 2670340 2670840 2671340
 2671840 2672340 2672840 2673340 2673840 2674340 2674840 2675340 2675840
 2676340 2676840 2677340 2677840 2678340 2678840 2679340 2679840 2680340
 2680840 2681340 2681840 2682340 2682840 2683340 2683840 2684340 2684840
 2685340 2685840 2686340 2686840 2687340 2687840 2688340 2688840 2689340
 2689840 2690340 2690840 2691340 2691840 2692340 2692840 2693340 2693840
 2694340 2694840 2695340 2695840 2696340 2696840 2697340]",30000,60
122,U540_ses0,21,3,ReturnToBase1,"[44311, 44312]","[2697355, 2697355]",0,[],0,0
123,U540_ses0,21,4,Delay2,"[44324, 44340]","[2699372, 2709389]",10017,"[2699372 2699872 2700372 2700872 2701372 2701872 2702372 2702872 2703372
 2703872 2704372 2704872 2705372 2705872 2706372 2706872 2707372 2707872
 2708372 2708872 2709372]",10000,20
124,U540_ses0,21,5,Retrieval,"[44340, 45235]","[2709389, 2739405]",30016,"[2709389 2709889 2710389 2710889 2711389 2711889 2712389 2712889 2713389
 2713889 2714389 2714889 2715389 2715889 2716389 2716889 2717389 2717889
 2718389 2718889 2719389 2719889 2720389 2720889 2721389 2721889 2722389
 2722889 2723389 2723889 2724389 2724889 2725389 2725889 2726389 2726889
 2727389 2727889 2728389 2728889 2729389 2729889 2730389 2730889 2731389
 2731889 2732389 2732889 2733389 2733889 2734389 2734889 2735389 2735889
 2736389 2736889 2737389 2737889 2738389 2738889 2739389]",30000,60
125,U540_ses0,21,6,ReturnToBase2,"[45235, 45363]","[2739405, 2743655]",4250,[2739405 2739905 2740405 2740905 2741405 2741905 2742405 2742905 2743405],4000,8
126,U540_ses0,22,1,Delay1,"[45378, 45396]","[2745671, 2755688]",10017,"[2745671 2746171 2746671 2747171 2747671 2748171 2748671 2749171 2749671
 2750171 2750671 2751171 2751671 2752171 2752671 2753171 2753671 2754171
 2754671 2755171 2755671]",10000,20
127,U540_ses0,22,2,Encoding,"[45396, 46288]","[2755688, 2785705]",30017,"[2755688 2756188 2756688 2757188 2757688 2758188 2758688 2759188 2759688
 2760188 2760688 2761188 2761688 2762188 2762688 2763188 2763688 2764188
 2764688 2765188 2765688 2766188 2766688 2767188 2767688 2768188 2768688
 2769188 2769688 2770188 2770688 2771188 2771688 2772188 2772688 2773188
 2773688 2774188 2774688 2775188 2775688 2776188 2776688 2777188 2777688
 2778188 2778688 2779188 2779688 2780188 2780688 2781188 2781688 2782188
 2782688 2783188 2783688 2784188 2784688 2785188 2785688]",30000,60
128,U540_ses0,22,3,ReturnToBase1,"[46288, 46368]","[2785705, 2788320]",2615,[2785705 2786205 2786705 2787205 2787705 2788205],2500,5
129,U540_ses0,22,4,Delay2,"[46379, 46397]","[2790322, 2800336]",10014,"[2790322 2790822 2791322 2791822 2792322 2792822 2793322 2793822 2794322
 2794822 2795322 2795822 2796322 2796822 2797322 2797822 2798322 2798822
 2799322 2799822 2800322]",10000,20
130,U540_ses0,22,5,Retrieval,"[46397, 47272]","[2800336, 2830354]",30018,"[2800336 2800836 2801336 2801836 2802336 2802836 2803336 2803836 2804336
 2804836 2805336 2805836 2806336 2806836 2807336 2807836 2808336 2808836
 2809336 2809836 2810336 2810836 2811336 2811836 2812336 2812836 2813336
 2813836 2814336 2814836 2815336 2815836 2816336 2816836 2817336 2817836
 2818336 2818836 2819336 2819836 2820336 2820836 2821336 2821836 2822336
 2822836 2823336 2823836 2824336 2824836 2825336 2825836 2826336 2826836
 2827336 2827836 2828336 2828836 2829336 2829836 2830336]",30000,60
131,U540_ses0,22,6,ReturnToBase2,"[47272, 47273]","[2830354, 2830354]",0,[],0,0
132,U540_ses0,23,1,Delay1,"[47289, 47304]","[2832370, 2842387]",10017,"[2832370 2832870 2833370 2833870 2834370 2834870 2835370 2835870 2836370
 2836870 2837370 2837870 2838370 2838870 2839370 2839870 2840370 2840870
 2841370 2841870 2842370]",10000,20
133,U540_ses0,23,2,Encoding,"[47304, 48198]","[2842387, 2872402]",30015,"[2842387 2842887 2843387 2843887 2844387 2844887 2845387 2845887 2846387
 2846887 2847387 2847887 2848387 2848887 2849387 2849887 2850387 2850887
 2851387 2851887 2852387 2852887 2853387 2853887 2854387 2854887 2855387
 2855887 2856387 2856887 2857387 2857887 2858387 2858887 2859387 2859887
 2860387 2860887 2861387 2861887 2862387 2862887 2863387 2863887 2864387
 2864887 2865387 2865887 2866387 2866887 2867387 2867887 2868387 2868887
 2869387 2869887 2870387 2870887 2871387 2871887 2872387]",30000,60
134,U540_ses0,23,3,ReturnToBase1,"[48198, 48199]","[2872402, 2872402]",0,[],0,0
135,U540_ses0,23,4,Delay2,"[48209, 48226]","[2874403, 2884418]",10015,"[2874403 2874903 2875403 2875903 2876403 2876903 2877403 2877903 2878403
 2878903 2879403 2879903 2880403 2880903 2881403 2881903 2882403 2882903
 2883403 2883903 2884403]",10000,20
136,U540_ses0,23,5,Retrieval,"[48226, 49137]","[2884418, 2914436]",30018,"[2884418 2884918 2885418 2885918 2886418 2886918 2887418 2887918 2888418
 2888918 2889418 2889918 2890418 2890918 2891418 2891918 2892418 2892918
 2893418 2893918 2894418 2894918 2895418 2895918 2896418 2896918 2897418
 2897918 2898418 2898918 2899418 2899918 2900418 2900918 2901418 2901918
 2902418 2902918 2903418 2903918 2904418 2904918 2905418 2905918 2906418
 2906918 2907418 2907918 2908418 2908918 2909418 2909918 2910418 2910918
 2911418 2911918 2912418 2912918 2913418 2913918 2914418]",30000,60
137,U540_ses0,23,6,ReturnToBase2,"[49137, 49138]","[2914436, 2914436]",0,[],0,0
138,U540_ses0,24,1,Delay1,"[49154, 49169]","[2916452, 2926469]",10017,"[2916452 2916952 2917452 2917952 2918452 2918952 2919452 2919952 2920452
 2920952 2921452 2921952 2922452 2922952 2923452 2923952 2924452 2924952
 2925452 2925952 2926452]",10000,20
139,U540_ses0,24,2,Encoding,"[49169, 50065]","[2926469, 2956485]",30016,"[2926469 2926969 2927469 2927969 2928469 2928969 2929469 2929969 2930469
 2930969 2931469 2931969 2932469 2932969 2933469 2933969 2934469 2934969
 2935469 2935969 2936469 2936969 2937469 2937969 2938469 2938969 2939469
 2939969 2940469 2940969 2941469 2941969 2942469 2942969 2943469 2943969
 2944469 2944969 2945469 2945969 2946469 2946969 2947469 2947969 2948469
 2948969 2949469 2949969 2950469 2950969 2951469 2951969 2952469 2952969
 2953469 2953969 2954469 2954969 2955469 2955969 2956469]",30000,60
140,U540_ses0,24,3,ReturnToBase1,"[50065, 50066]","[2956485, 2956485]",0,[],0,0
141,U540_ses0,24,4,Delay2,"[50077, 50093]","[2958500, 2968501]",10001,"[2958500 2959000 2959500 2960000 2960500 2961000 2961500 2962000 2962500
 2963000 2963500 2964000 2964500 2965000 2965500 2966000 2966500 2967000
 2967500 2968000 2968500]",10000,20
