,subj_sess,trial,trial_phase,gameState,index,time,duration,time_bins,time_bin_dur,n_time_bins
142,U540_ses0,24,5,Retrieval,"[50093, 50971]","[2968501, 2998516]",30015,"[2968501 2969001 2969501 2970001 2970501 2971001 2971501 2972001 2972501
 2973001 2973501 2974001 2974501 2975001 2975501 2976001 2976501 2977001
 2977501 2978001 2978501 2979001 2979501 2980001 2980501 2981001 2981501
 2982001 2982501 2983001 2983501 2984001 2984501 2985001 2985501 2986001
 2986501 2987001 2987501 2988001 2988501 2989001 2989501 2990001 2990501
 2991001 2991501 2992001 2992501 2993001 2993501 2994001 2994501 2995001
 2995501 2996001 2996501 2997001 2997501 2998001 2998501]",30000,60
143,U540_ses0,24,6,ReturnToBase2,"[50971, 51219]","[2998516, 3008134]",9618,"[2998516 2999016 2999516 3000016 3000516 3001016 3001516 3002016 3002516
 3003016 3003516 3004016 3004516 3005016 3005516 3006016 3006516 3007016
 3007516 3008016]",9500,19
144,U540_ses0,25,1,Delay1,"[51235, 51251]","[3013800, 3023817]",10017,"[3013800 3014300 3014800 3015300 3015800 3016300 3016800 3017300 3017800
 3018300 3018800 3019300 3019800 3020300 3020800 3021300 3021800 3022300
 3022800 3023300 3023800]",10000,20
145,U540_ses0,25,2,Encoding,"[51251, 52149]","[3023817, 3053832]",30015,"[3023817 3024317 3024817 3025317 3025817 3026317 3026817 3027317 3027817
 3028317 3028817 3029317 3029817 3030317 3030817 3031317 3031817 3032317
 3032817 3033317 3033817 3034317 3034817 3035317 3035817 3036317 3036817
 3037317 3037817 3038317 3038817 3039317 3039817 3040317 3040817 3041317
 3041817 3042317 3042817 3043317 3043817 3044317 3044817 3045317 3045817
 3046317 3046817 3047317 3047817 3048317 3048817 3049317 3049817 3050317
 3050817 3051317 3051817 3052317 3052817 3053317 3053817]",30000,60
146,U540_ses0,25,3,ReturnToBase1,"[52149, 52150]","[3053832, 3053832]",0,[],0,0
147,U540_ses0,25,4,Delay2,"[52162, 52177]","[3055849, 3065850]",10001,"[3055849 3056349 3056849 3057349 3057849 3058349 3058849 3059349 3059849
 3060349 3060849 3061349 3061849 3062349 3062849 3063349 3063849 3064349
 3064849 3065349 3065849]",10000,20
148,U540_ses0,25,5,Retrieval,"[52177, 53034]","[3065850, 3095865]",30015,"[3065850 3066350 3066850 3067350 3067850 3068350 3068850 3069350 3069850
 3070350 3070850 3071350 3071850 3072350 3072850 3073350 3073850 3074350
 3074850 3075350 3075850 3076350 3076850 3077350 3077850 3078350 3078850
 3079350 3079850 3080350 3080850 3081350 3081850 3082350 3082850 3083350
 3083850 3084350 3084850 3085350 3085850 3086350 3086850 3087350 3087850
 3088350 3088850 3089350 3089850 3090350 3090850 3091350 3091850 3092350
 3092850 3093350 3093850 3094350 3094850 3095350 3095850]",30000,60
149,U540_ses0,25,6,ReturnToBase2,"[53034, 53035]","[3095865, 3095865]",0,[],0,0
150,U540_ses0,26,1,Delay1,"[53051, 53067]","[3097882, 3107882]",10000,"[3097882 3098382 3098882 3099382 3099882 3100382 3100882 3101382 3101882
 3102382 3102882 3103382 3103882 3104382 3104882 3105382 3105882 3106382
 3106882 3107382 3107882]",10000,20
151,U540_ses0,26,2,Encoding,"[53067, 54085]","[3107882, 3137898]",30016,"[3107882 3108382 3108882 3109382 3109882 3110382 3110882 3111382 3111882
 3112382 3112882 3113382 3113882 3114382 3114882 3115382 3115882 3116382
 3116882 3117382 3117882 3118382 3118882 3119382 3119882 3120382 3120882
 3121382 3121882 3122382 3122882 3123382 3123882 3124382 3124882 3125382
 3125882 3126382 3126882 3127382 3127882 3128382 3128882 3129382 3129882
 3130382 3130882 3131382 3131882 3132382 3132882 3133382 3133882 3134382
 3134882 3135382 3135882 3136382 3136882 3137382 3137882]",30000,60
152,U540_ses0,26,3,ReturnToBase1,"[54085, 55214]","[3137898, 3171281]",33383,"[3137898 3138398 3138898 3139398 3139898 3140398 3140898 3141398 3141898
 3142398 3142898 3143398 3143898 3144398 3144898 3145398 3145898 3146398
 3146898 3147398 3147898 3148398 3148898 3149398 3149898 3150398 3150898
 3151398 3151898 3152398 3152898 3153398 3153898 3154398 3154898 3155398
 3155898 3156398 3156898 3157398 3157898 3158398 3158898 3159398 3159898
 3160398 3160898 3161398 3161898 3162398 3162898 3163398 3163898 3164398
 3164898 3165398 3165898 3166398 3166898 3167398 3167898 3168398 3168898
 3169398 3169898 3170398 3170898]",33000,66
153,U540_ses0,26,4,Delay2,"[55227, 55242]","[3173281, 3183298]",10017,"[3173281 3173781 3174281 3174781 3175281 3175781 3176281 3176781 3177281
 3177781 3178281 3178781 3179281 3179781 3180281 3180781 3181281 3181781
 3182281 3182781 3183281]",10000,20
154,U540_ses0,26,5,Retrieval,"[55242, 56194]","[3183298, 3213313]",30015,"[3183298 3183798 3184298 3184798 3185298 3185798 3186298 3186798 3187298
 3187798 3188298 3188798 3189298 3189798 3190298 3190798 3191298 3191798
 3192298 3192798 3193298 3193798 3194298 3194798 3195298 3195798 3196298
 3196798 3197298 3197798 3198298 3198798 3199298 3199798 3200298 3200798
 3201298 3201798 3202298 3202798 3203298 3203798 3204298 3204798 3205298
 3205798 3206298 3206798 3207298 3207798 3208298 3208798 3209298 3209798
 3210298 3210798 3211298 3211798 3212298 3212798 3213298]",30000,60
155,U540_ses0,26,6,ReturnToBase2,"[56194, 56408]","[3213313, 3221663]",8350,"[3213313 3213813 3214313 3214813 3215313 3215813 3216313 3216813 3217313
 3217813 3218313 3218813 3219313 3219813 3220313 3220813 3221313]",8000,16
156,U540_ses0,27,1,Delay1,"[56424, 56441]","[3223663, 3233679]",10016,"[3223663 3224163 3224663 3225163 3225663 3226163 3226663 3227163 3227663
 3228163 3228663 3229163 3229663 3230163 3230663 3231163 3231663 3232163
 3232663 3233163 3233663]",10000,20
157,U540_ses0,27,2,Encoding,"[56441, 57584]","[3233679, 3263697]",30018,"[3233679 3234179 3234679 3235179 3235679 3236179 3236679 3237179 3237679
 3238179 3238679 3239179 3239679 3240179 3240679 3241179 3241679 3242179
 3242679 3243179 3243679 3244179 3244679 3245179 3245679 3246179 3246679
 3247179 3247679 3248179 3248679 3249179 3249679 3250179 3250679 3251179
 3251679 3252179 3252679 3253179 3253679 3254179 3254679 3255179 3255679
 3256179 3256679 3257179 3257679 3258179 3258679 3259179 3259679 3260179
 3260679 3261179 3261679 3262179 3262679 3263179 3263679]",30000,60
158,U540_ses0,27,3,ReturnToBase1,"[57584, 58487]","[3263697, 3287762]",24065,"[3263697 3264197 3264697 3265197 3265697 3266197 3266697 3267197 3267697
 3268197 3268697 3269197 3269697 3270197 3270697 3271197 3271697 3272197
 3272697 3273197 3273697 3274197 3274697 3275197 3275697 3276197 3276697
 3277197 3277697 3278197 3278697 3279197 3279697 3280197 3280697 3281197
 3281697 3282197 3282697 3283197 3283697 3284197 3284697 3285197 3285697
 3286197 3286697 3287197 3287697]",24000,48
159,U540_ses0,27,4,Delay2,"[58499, 58515]","[3289778, 3299795]",10017,"[3289778 3290278 3290778 3291278 3291778 3292278 3292778 3293278 3293778
 3294278 3294778 3295278 3295778 3296278 3296778 3297278 3297778 3298278
 3298778 3299278 3299778]",10000,20
160,U540_ses0,27,5,Retrieval,"[58515, 59571]","[3299795, 3329812]",30017,"[3299795 3300295 3300795 3301295 3301795 3302295 3302795 3303295 3303795
 3304295 3304795 3305295 3305795 3306295 3306795 3307295 3307795 3308295
 3308795 3309295 3309795 3310295 3310795 3311295 3311795 3312295 3312795
 3313295 3313795 3314295 3314795 3315295 3315795 3316295 3316795 3317295
 3317795 3318295 3318795 3319295 3319795 3320295 3320795 3321295 3321795
 3322295 3322795 3323295 3323795 3324295 3324795 3325295 3325795 3326295
 3326795 3327295 3327795 3328295 3328795 3329295 3329795]",30000,60
161,U540_ses0,27,6,ReturnToBase2,"[59571, 59572]","[3329812, 3329812]",0,[],0,0
162,U540_ses0,28,1,Delay1,"[59586, 59603]","[3331812, 3341828]",10016,"[3331812 3332312 3332812 3333312 3333812 3334312 3334812 3335312 3335812
 3336312 3336812 3337312 3337812 3338312 3338812 3339312 3339812 3340312
 3340812 3341312 3341812]",10000,20
163,U540_ses0,28,2,Encoding,"[59603, 60741]","[3341828, 3371844]",30016,"[3341828 3342328 3342828 3343328 3343828 3344328 3344828 3345328 3345828
 3346328 3346828 3347328 3347828 3348328 3348828 3349328 3349828 3350328
 3350828 3351328 3351828 3352328 3352828 3353328 3353828 3354328 3354828
 3355328 3355828 3356328 3356828 3357328 3357828 3358328 3358828 3359328
 3359828 3360328 3360828 3361328 3361828 3362328 3362828 3363328 3363828
 3364328 3364828 3365328 3365828 3366328 3366828 3367328 3367828 3368328
 3368828 3369328 3369828 3370328 3370828 3371328 3371828]",30000,60
164,U540_ses0,28,3,ReturnToBase1,"[60741, 60769]","[3371844, 3372478]",634,[3371844 3372344],500,1
165,U540_ses0,28,4,Delay2,"[60783, 60798]","[3374494, 3384511]",10017,"[3374494 3374994 3375494 3375994 3376494 3376994 3377494 3377994 3378494
 3378994 3379494 3379994 3380494 3380994 3381494 3381994 3382494 3382994
 3383494 3383994 3384494]",10000,20
166,U540_ses0,28,5,Retrieval,"[60798, 61922]","[3384511, 3414527]",30016,"[3384511 3385011 3385511 3386011 3386511 3387011 3387511 3388011 3388511
 3389011 3389511 3390011 3390511 3391011 3391511 3392011 3392511 3393011
 3393511 3394011 3394511 3395011 3395511 3396011 3396511 3397011 3397511
 3398011 3398511 3399011 3399511 3400011 3400511 3401011 3401511 3402011
 3402511 3403011 3403511 3404011 3404511 3405011 3405511 3406011 3406511
 3407011 3407511 3408011 3408511 3409011 3409511 3410011 3410511 3411011
 3411511 3412011 3412511 3413011 3413511 3414011 3414511]",30000,60
167,U540_ses0,28,6,ReturnToBase2,"[61922, 61923]","[3414527, 3414527]",0,[],0,0
168,U540_ses0,29,1,Delay1,"[61939, 61954]","[3416544, 3426560]",10016,"[3416544 3417044 3417544 3418044 3418544 3419044 3419544 3420044 3420544
 3421044 3421544 3422044 3422544 3423044 3423544 3424044 3424544 3425044
 3425544 3426044 3426544]",10000,20
169,U540_ses0,29,2,Encoding,"[61954, 62970]","[3426560, 3456575]",30015,"[3426560 3427060 3427560 3428060 3428560 3429060 3429560 3430060 3430560
 3431060 3431560 3432060 3432560 3433060 3433560 3434060 3434560 3435060
 3435560 3436060 3436560 3437060 3437560 3438060 3438560 3439060 3439560
 3440060 3440560 3441060 3441560 3442060 3442560 3443060 3443560 3444060
 3444560 3445060 3445560 3446060 3446560 3447060 3447560 3448060 3448560
 3449060 3449560 3450060 3450560 3451060 3451560 3452060 3452560 3453060
 3453560 3454060 3454560 3455060 3455560 3456060 3456560]",30000,60
170,U540_ses0,29,3,ReturnToBase1,"[62970, 63032]","[3456575, 3458325]",1750,[3456575 3457075 3457575 3458075],1500,3
171,U540_ses0,29,4,Delay2,"[63045, 63060]","[3460343, 3470359]",10016,"[3460343 3460843 3461343 3461843 3462343 3462843 3463343 3463843 3464343
 3464843 3465343 3465843 3466343 3466843 3467343 3467843 3468343 3468843
 3469343 3469843 3470343]",10000,20
172,U540_ses0,29,5,Retrieval,"[63060, 64078]","[3470359, 3500375]",30016,"[3470359 3470859 3471359 3471859 3472359 3472859 3473359 3473859 3474359
 3474859 3475359 3475859 3476359 3476859 3477359 3477859 3478359 3478859
 3479359 3479859 3480359 3480859 3481359 3481859 3482359 3482859 3483359
 3483859 3484359 3484859 3485359 3485859 3486359 3486859 3487359 3487859
 3488359 3488859 3489359 3489859 3490359 3490859 3491359 3491859 3492359
 3492859 3493359 3493859 3494359 3494859 3495359 3495859 3496359 3496859
 3497359 3497859 3498359 3498859 3499359 3499859 3500359]",30000,60
173,U540_ses0,29,6,ReturnToBase2,"[64078, 64387]","[3500375, 3509525]",9150,"[3500375 3500875 3501375 3501875 3502375 3502875 3503375 3503875 3504375
 3504875 3505375 3505875 3506375 3506875 3507375 3507875 3508375 3508875
 3509375]",9000,18
174,U540_ses0,30,1,Delay1,"[64404, 64419]","[3511542, 3521558]",10016,"[3511542 3512042 3512542 3513042 3513542 3514042 3514542 3515042 3515542
 3516042 3516542 3517042 3517542 3518042 3518542 3519042 3519542 3520042
 3520542 3521042 3521542]",10000,20
175,U540_ses0,30,2,Encoding,"[64419, 65315]","[3521558, 3551574]",30016,"[3521558 3522058 3522558 3523058 3523558 3524058 3524558 3525058 3525558
 3526058 3526558 3527058 3527558 3528058 3528558 3529058 3529558 3530058
 3530558 3531058 3531558 3532058 3532558 3533058 3533558 3534058 3534558
 3535058 3535558 3536058 3536558 3537058 3537558 3538058 3538558 3539058
 3539558 3540058 3540558 3541058 3541558 3542058 3542558 3543058 3543558
 3544058 3544558 3545058 3545558 3546058 3546558 3547058 3547558 3548058
 3548558 3549058 3549558 3550058 3550558 3551058 3551558]",30000,60
176,U540_ses0,30,3,ReturnToBase1,"[65315, 65316]","[3551574, 3551574]",0,[],0,0
177,U540_ses0,30,4,Delay2,"[65326, 65343]","[3553574, 3563591]",10017,"[3553574 3554074 3554574 3555074 3555574 3556074 3556574 3557074 3557574
 3558074 3558574 3559074 3559574 3560074 3560574 3561074 3561574 3562074
 3562574 3563074 3563574]",10000,20
178,U540_ses0,30,5,Retrieval,"[65343, 66223]","[3563591, 3593608]",30017,"[3563591 3564091 3564591 3565091 3565591 3566091 3566591 3567091 3567591
 3568091 3568591 3569091 3569591 3570091 3570591 3571091 3571591 3572091
 3572591 3573091 3573591 3574091 3574591 3575091 3575591 3576091 3576591
 3577091 3577591 3578091 3578591 3579091 3579591 3580091 3580591 3581091
 3581591 3582091 3582591 3583091 3583591 3584091 3584591 3585091 3585591
 3586091 3586591 3587091 3587591 3588091 3588591 3589091 3589591 3590091
 3590591 3591091 3591591 3592091 3592591 3593091 3593591]",30000,60
179,U540_ses0,30,6,ReturnToBase2,"[66223, 66224]","[3593608, 3593608]",0,[],0,0
180,U540_ses0,31,1,Delay1,"[66240, 66254]","[3595608, 3605624]",10016,"[3595608 3596108 3596608 3597108 3597608 3598108 3598608 3599108 3599608
 3600108 3600608 3601108 3601608 3602108 3602608 3603108 3603608 3604108
 3604608 3605108 3605608]",10000,20
181,U540_ses0,31,2,Encoding,"[66254, 67147]","[3605624, 3635640]",30016,"[3605624 3606124 3606624 3607124 3607624 3608124 3608624 3609124 3609624
 3610124 3610624 3611124 3611624 3612124 3612624 3613124 3613624 3614124
 3614624 3615124 3615624 3616124 3616624 3617124 3617624 3618124 3618624
 3619124 3619624 3620124 3620624 3621124 3621624 3622124 3622624 3623124
 3623624 3624124 3624624 3625124 3625624 3626124 3626624 3627124 3627624
 3628124 3628624 3629124 3629624 3630124 3630624 3631124 3631624 3632124
 3632624 3633124 3633624 3634124 3634624 3635124 3635624]",30000,60
182,U540_ses0,31,3,ReturnToBase1,"[67147, 67148]","[3635640, 3635640]",0,[],0,0
183,U540_ses0,31,4,Delay2,"[67160, 67177]","[3637657, 3647673]",10016,"[3637657 3638157 3638657 3639157 3639657 3640157 3640657 3641157 3641657
 3642157 3642657 3643157 3643657 3644157 3644657 3645157 3645657 3646157
 3646657 3647157 3647657]",10000,20
184,U540_ses0,31,5,Retrieval,"[67177, 67990]","[3647673, 3677688]",30015,"[3647673 3648173 3648673 3649173 3649673 3650173 3650673 3651173 3651673
 3652173 3652673 3653173 3653673 3654173 3654673 3655173 3655673 3656173
 3656673 3657173 3657673 3658173 3658673 3659173 3659673 3660173 3660673
 3661173 3661673 3662173 3662673 3663173 3663673 3664173 3664673 3665173
 3665673 3666173 3666673 3667173 3667673 3668173 3668673 3669173 3669673
 3670173 3670673 3671173 3671673 3672173 3672673 3673173 3673673 3674173
 3674673 3675173 3675673 3676173 3676673 3677173 3677673]",30000,60
185,U540_ses0,31,6,ReturnToBase2,"[67990, 67991]","[3677688, 3677688]",0,[],0,0
186,U540_ses0,32,1,Delay1,"[68007, 68022]","[3679688, 3689705]",10017,"[3679688 3680188 3680688 3681188 3681688 3682188 3682688 3683188 3683688
 3684188 3684688 3685188 3685688 3686188 3686688 3687188 3687688 3688188
 3688688 3689188 3689688]",10000,20
187,U540_ses0,32,2,Encoding,"[68022, 68920]","[3689705, 3719722]",30017,"[3689705 3690205 3690705 3691205 3691705 3692205 3692705 3693205 3693705
 3694205 3694705 3695205 3695705 3696205 3696705 3697205 3697705 3698205
 3698705 3699205 3699705 3700205 3700705 3701205 3701705 3702205 3702705
 3703205 3703705 3704205 3704705 3705205 3705705 3706205 3706705 3707205
 3707705 3708205 3708705 3709205 3709705 3710205 3710705 3711205 3711705
 3712205 3712705 3713205 3713705 3714205 3714705 3715205 3715705 3716205
 3716705 3717205 3717705 3718205 3718705 3719205 3719705]",30000,60
188,U540_ses0,32,3,ReturnToBase1,"[68920, 68921]","[3719722, 3719722]",0,[],0,0
189,U540_ses0,32,4,Delay2,"[68933, 68949]","[3721738, 3731755]",10017,"[3721738 3722238 3722738 3723238 3723738 3724238 3724738 3725238 3725738
 3726238 3726738 3727238 3727738 3728238 3728738 3729238 3729738 3730238
 3730738 3731238 3731738]",10000,20
190,U540_ses0,32,5,Retrieval,"[68949, 69850]","[3731755, 3761771]",30016,"[3731755 3732255 3732755 3733255 3733755 3734255 3734755 3735255 3735755
 3736255 3736755 3737255 3737755 3738255 3738755 3739255 3739755 3740255
 3740755 3741255 3741755 3742255 3742755 3743255 3743755 3744255 3744755
 3745255 3745755 3746255 3746755 3747255 3747755 3748255 3748755 3749255
 3749755 3750255 3750755 3751255 3751755 3752255 3752755 3753255 3753755
 3754255 3754755 3755255 3755755 3756255 3756755 3757255 3757755 3758255
 3758755 3759255 3759755 3760255 3760755 3761255 3761755]",30000,60
191,U540_ses0,32,6,ReturnToBase2,"[69850, 69927]","[3761771, 3764221]",2450,[3761771 3762271 3762771 3763271 3763771],2000,4
192,U540_ses0,33,1,Delay1,"[69944, 69959]","[3766237, 3776238]",10001,"[3766237 3766737 3767237 3767737 3768237 3768737 3769237 3769737 3770237
 3770737 3771237 3771737 3772237 3772737 3773237 3773737 3774237 3774737
 3775237 3775737 3776237]",10000,20
193,U540_ses0,33,2,Encoding,"[69959, 70854]","[3776238, 3806253]",30015,"[3776238 3776738 3777238 3777738 3778238 3778738 3779238 3779738 3780238
 3780738 3781238 3781738 3782238 3782738 3783238 3783738 3784238 3784738
 3785238 3785738 3786238 3786738 3787238 3787738 3788238 3788738 3789238
 3789738 3790238 3790738 3791238 3791738 3792238 3792738 3793238 3793738
 3794238 3794738 3795238 3795738 3796238 3796738 3797238 3797738 3798238
 3798738 3799238 3799738 3800238 3800738 3801238 3801738 3802238 3802738
 3803238 3803738 3804238 3804738 3805238 3805738 3806238]",30000,60
194,U540_ses0,33,3,ReturnToBase1,"[70854, 70855]","[3806253, 3806253]",0,[],0,0
195,U540_ses0,33,4,Delay2,"[70868, 70883]","[3808270, 3818287]",10017,"[3808270 3808770 3809270 3809770 3810270 3810770 3811270 3811770 3812270
 3812770 3813270 3813770 3814270 3814770 3815270 3815770 3816270 3816770
 3817270 3817770 3818270]",10000,20
196,U540_ses0,33,5,Retrieval,"[70883, 71704]","[3818287, 3848303]",30016,"[3818287 3818787 3819287 3819787 3820287 3820787 3821287 3821787 3822287
 3822787 3823287 3823787 3824287 3824787 3825287 3825787 3826287 3826787
 3827287 3827787 3828287 3828787 3829287 3829787 3830287 3830787 3831287
 3831787 3832287 3832787 3833287 3833787 3834287 3834787 3835287 3835787
 3836287 3836787 3837287 3837787 3838287 3838787 3839287 3839787 3840287
 3840787 3841287 3841787 3842287 3842787 3843287 3843787 3844287 3844787
 3845287 3845787 3846287 3846787 3847287 3847787 3848287]",30000,60
197,U540_ses0,33,6,ReturnToBase2,"[71704, 71705]","[3848303, 3848303]",0,[],0,0
198,U540_ses0,34,1,Delay1,"[71721, 71736]","[3850320, 3860335]",10015,"[3850320 3850820 3851320 3851820 3852320 3852820 3853320 3853820 3854320
 3854820 3855320 3855820 3856320 3856820 3857320 3857820 3858320 3858820
 3859320 3859820 3860320]",10000,20
199,U540_ses0,34,2,Encoding,"[71736, 72626]","[3860335, 3890353]",30018,"[3860335 3860835 3861335 3861835 3862335 3862835 3863335 3863835 3864335
 3864835 3865335 3865835 3866335 3866835 3867335 3867835 3868335 3868835
 3869335 3869835 3870335 3870835 3871335 3871835 3872335 3872835 3873335
 3873835 3874335 3874835 3875335 3875835 3876335 3876835 3877335 3877835
 3878335 3878835 3879335 3879835 3880335 3880835 3881335 3881835 3882335
 3882835 3883335 3883835 3884335 3884835 3885335 3885835 3886335 3886835
 3887335 3887835 3888335 3888835 3889335 3889835 3890335]",30000,60
200,U540_ses0,34,3,ReturnToBase1,"[72626, 72627]","[3890353, 3890353]",0,[],0,0
201,U540_ses0,34,4,Delay2,"[72639, 72654]","[3892369, 3902386]",10017,"[3892369 3892869 3893369 3893869 3894369 3894869 3895369 3895869 3896369
 3896869 3897369 3897869 3898369 3898869 3899369 3899869 3900369 3900869
 3901369 3901869 3902369]",10000,20
202,U540_ses0,34,5,Retrieval,"[72654, 73463]","[3902386, 3932401]",30015,"[3902386 3902886 3903386 3903886 3904386 3904886 3905386 3905886 3906386
 3906886 3907386 3907886 3908386 3908886 3909386 3909886 3910386 3910886
 3911386 3911886 3912386 3912886 3913386 3913886 3914386 3914886 3915386
 3915886 3916386 3916886 3917386 3917886 3918386 3918886 3919386 3919886
 3920386 3920886 3921386 3921886 3922386 3922886 3923386 3923886 3924386
 3924886 3925386 3925886 3926386 3926886 3927386 3927886 3928386 3928886
 3929386 3929886 3930386 3930886 3931386 3931886 3932386]",30000,60
203,U540_ses0,34,6,ReturnToBase2,"[73463, 73464]","[3932401, 3932401]",0,[],0,0
204,U540_ses0,35,1,Delay1,"[73478, 73495]","[3934402, 3944418]",10016,"[3934402 3934902 3935402 3935902 3936402 3936902 3937402 3937902 3938402
 3938902 3939402 3939902 3940402 3940902 3941402 3941902 3942402 3942902
 3943402 3943902 3944402]",10000,20
205,U540_ses0,35,2,Encoding,"[73495, 74512]","[3944418, 3974434]",30016,"[3944418 3944918 3945418 3945918 3946418 3946918 3947418 3947918 3948418
 3948918 3949418 3949918 3950418 3950918 3951418 3951918 3952418 3952918
 3953418 3953918 3954418 3954918 3955418 3955918 3956418 3956918 3957418
 3957918 3958418 3958918 3959418 3959918 3960418 3960918 3961418 3961918
 3962418 3962918 3963418 3963918 3964418 3964918 3965418 3965918 3966418
 3966918 3967418 3967918 3968418 3968918 3969418 3969918 3970418 3970918
 3971418 3971918 3972418 3972918 3973418 3973918 3974418]",30000,60
206,U540_ses0,35,3,ReturnToBase1,"[74512, 74513]","[3974434, 3974434]",0,[],0,0
207,U540_ses0,35,4,Delay2,"[74525, 74540]","[3976450, 3986451]",10001,"[3976450 3976950 3977450 3977950 3978450 3978950 3979450 3979950 3980450
 3980950 3981450 3981950 3982450 3982950 3983450 3983950 3984450 3984950
 3985450 3985950 3986450]",10000,20
208,U540_ses0,35,5,Retrieval,"[74540, 75540]","[3986451, 4016467]",30016,"[3986451 3986951 3987451 3987951 3988451 3988951 3989451 3989951 3990451
 3990951 3991451 3991951 3992451 3992951 3993451 3993951 3994451 3994951
 3995451 3995951 3996451 3996951 3997451 3997951 3998451 3998951 3999451
 3999951 4000451 4000951 4001451 4001951 4002451 4002951 4003451 4003951
 4004451 4004951 4005451 4005951 4006451 4006951 4007451 4007951 4008451
 4008951 4009451 4009951 4010451 4010951 4011451 4011951 4012451 4012951
 4013451 4013951 4014451 4014951 4015451 4015951 4016451]",30000,60
209,U540_ses0,35,6,ReturnToBase2,"[75540, 75541]","[4016467, 4016467]",0,[],0,0
210,U540_ses0,36,1,Delay1,"[75555, 75572]","[4018467, 4028483]",10016,"[4018467 4018967 4019467 4019967 4020467 4020967 4021467 4021967 4022467
 4022967 4023467 4023967 4024467 4024967 4025467 4025967 4026467 4026967
 4027467 4027967 4028467]",10000,20
211,U540_ses0,36,2,Encoding,"[75572, 76590]","[4028483, 4058499]",30016,"[4028483 4028983 4029483 4029983 4030483 4030983 4031483 4031983 4032483
 4032983 4033483 4033983 4034483 4034983 4035483 4035983 4036483 4036983
 4037483 4037983 4038483 4038983 4039483 4039983 4040483 4040983 4041483
 4041983 4042483 4042983 4043483 4043983 4044483 4044983 4045483 4045983
 4046483 4046983 4047483 4047983 4048483 4048983 4049483 4049983 4050483
 4050983 4051483 4051983 4052483 4052983 4053483 4053983 4054483 4054983
 4055483 4055983 4056483 4056983 4057483 4057983 4058483]",30000,60
212,U540_ses0,36,3,ReturnToBase1,"[76590, 76591]","[4058499, 4058499]",0,[],0,0
213,U540_ses0,36,4,Delay2,"[76601, 76618]","[4060500, 4070517]",10017,"[4060500 4061000 4061500 4062000 4062500 4063000 4063500 4064000 4064500
 4065000 4065500 4066000 4066500 4067000 4067500 4068000 4068500 4069000
 4069500 4070000 4070500]",10000,20
214,U540_ses0,36,5,Retrieval,"[76618, 77545]","[4070517, 4100532]",30015,"[4070517 4071017 4071517 4072017 4072517 4073017 4073517 4074017 4074517
 4075017 4075517 4076017 4076517 4077017 4077517 4078017 4078517 4079017
 4079517 4080017 4080517 4081017 4081517 4082017 4082517 4083017 4083517
 4084017 4084517 4085017 4085517 4086017 4086517 4087017 4087517 4088017
 4088517 4089017 4089517 4090017 4090517 4091017 4091517 4092017 4092517
 4093017 4093517 4094017 4094517 4095017 4095517 4096017 4096517 4097017
 4097517 4098017 4098517 4099017 4099517 4100017 4100517]",30000,60
215,U540_ses0,36,6,ReturnToBase2,"[77545, 77546]","[4100532, 4100532]",0,[],0,0
